listing_id,Name,Description,Neighborhood,ZipCode,Latitude,Longitude,Room type,accommodates,bathrooms,bedrooms,review_scores_rating,reviews_per_month,price,sentiment_compound_polarity
5203,Cozy Clean Guest Room - Family Apt,"Our best guests are seeking a safe, clean, spare room in a family apartment.  They are comfortable being independent, accommodating of family noise (quiet hours 11pm-7am), and aren't afraid of a friendly two year old golden lab (dog).  Our guests aren't put off by an old bathroom that while perfectly clean, has some peeling paint.  In short, our guests want to feel like they are staying at their sister's apartment while visiting the city! (only their sister changed the sheets and cleaned). Stay in my family's little  guest room and enjoy privacy, a warm welcome, and security.  Your guest room is comfortable and clean.   It is small but well outfitted, has a single bed and a fabulous mattress which is firm and yet pillowy on top, all at the same time. The bathroom is shared and immediately across the hall. (""Shared"" in the sense it isn't ""en suite."" The family will use our second bath while you are staying with us). The bathroom is fully supplied with shampoo, conditioner, scrub, soap, ",Upper West Side,10025,40.8017793,-73.96722946,Private room,1,1,1,98,1.07,79,0.936671186
5216,Super Large APT,"LONG TERM PREFERRED!!  Would like stays of 3-6 months or longer,  but one month minimum. SO my apt is located in Chelsea/Flatiron cant get more central than that! Relax like you would at home.  My building has an elevator, its a studio with a sleep loft that has 2 queen size beds,and a very comfy futon. Full bathroom and kitchen,tv and wireless internet for your computer, available for up to 2 people at a time but can easily fit up to 4 at a additional cost. I also supply all towels and linens for you. There are plenty of places nearby to eat ans shop at , including Eataly by Mario Batali or Shake Shack in the park.  There are also many interesting antique boutiques nearby and walk through markets on the weekend! Your about 3-5 minutes from almost all the trains and you could walk to Madison SQ garden or Times Square  about 20 min or so. Feel free to ask me if you need hints of places to eat or hang out and i will try and find something just your speed. Thx for checking out my place!",Flatiron District,10010,40.74357177,-73.98998746,Entire home/apt,4,1,0,82,0.3,126,0.827688235
5238,Cute & Cozy Lower East Side 1 bdrm,"Live like a New Yorker instead of a stuffy, tiny, overpriced hotel. My small yet cozy one bedroom apartment is nestled in the southern part of the historic lower east side, steps to the subway and walking distance to the coolest neighborhoods. PLEASE NOTE: do not automatically book with out messaging me first. Thanks! My apartment is a cute, cozy, 1 bdrm apt in the Lower East Side (LES) adjacent to Chinatown in lower Manhattan, steps to F train, East Broadway stop and very close to Canal/Delancey streets where many hip bars, restaurants and shops are in the LES. Apt is clean, has a fully equipped kitchen, cable TV, A/C, heat, and wireless internet. Apt is located on 2nd floor of well maintained walk up building. Walking distance to Soho, East Village, Little Italy, Chinatown and very close to Dumbo and Williamsburg, Brooklyn. You have place to yourself-better than a hotel!  Prices listed are for up to two people only. Possible to accommodate a 3rd (for extra charge), but ideal for two.",Chinatown,10002,40.71344379,-73.99037468,Entire home/apt,3,1,1,93,1.35,120,0.909003356
5295,Beautiful 1br on Upper West Side,"Beautiful 1br on the Upper West Side. Apartment is in a great location, close to Columbia University, the beautiful St. JohnÃ¢Â€Â™s Cathedral, just a few blocks from Central Park, Riverside Park, and Morning Side Park.  Many amazing restaurants are just a few steps away and it's only 2 small blocks from the 1 train and 3 blocks from the B and C  trains. My charming 1 bedroom apartment is very sunny, with a comfortable full size bed in the bedroom, fold out couch in the living room, TV/DVD, brand new kitchen, brand new bathroom, and Internet. It is on the 6th floor of an elevator building with an evening doorman. Can't wait to hear from you! Deposit required.",Upper West Side,10025,40.80315811,-73.96544645,Entire home/apt,2,1,1,94,0.37,135,0.87695
5435,Upper West Side-Unique One Bedroom,"BOOKING FOR DECEMBER 21ST THROUGH JANUARY 2ND ONLY.  PLEASE INQUIRE ONLY IF YOU ARE LOOKING TO BOOK AROUND THESE DATES! WELCOME TO THE BIG APPLE! BOOKING FOR DECEMBER 21ST THROUGH JANUARY 2ND ONLY. .  PLEASE INQUIRE ONLY IF YOU ARE LOOKING TO BOOK AROUND THESE DATES! Have you dreamed of waking up in Manhattan with all the pleasures of New York City right outside your door?  This sunny and cheerful one bedroom apartment is located on the 15th floor of an Art Deco doorman building overlooking Riverside Park and the Hudson River.  Conveniently located on Riverside Drive and 103rd Street, there is one full sized bed and a pull-out sofa.  Lots of books, art work, and interesting items from many travels make this a very cozy/comfortable and well appointed apartment.  You will be two blocks from the Broadway subway and bus lines and the M5 bus stops in front of the building.  Do you need to get in a quick run before sampling New YorkÃ¢Â€Â™s delicacies?  Just walk across the street to Riverside Par",Upper West Side,10025,40.80155012,-73.97000076,Entire home/apt,2,1,1,91,0.23,145,0.934692308
5803,"Lovely Room 1, Garden, Best Area, Legal rental","Beautiful house, gorgeous garden, patio, cozy room, and helpful host!  Super safe and quiet in beautiful, vibrant Park Slope!  Close to great restaurants, cultural spaces, Prospect Park. 3 minutes walk to 3 subway lines.   This is a LEGAL rental per NY laws.   I have a terrific travel and information booklet for guests. Please read,  then WRITE to me about your  trip, and needs.  Please DO NOT request reservation until I reply ""YES""!   I want to be sure it's right for you. Welcome to an historic, stunning 4-story Brooklyn house,  with one of Brooklyn's most beautiful gardens and large patio.  Park Slope is a very safe, quiet and friendly neighborhood.  140 year old house filled with light, color, artwork.  Three excellent SUBWAY LINES (R, F, G)   3 minutes walk.   I have a  LEGAL rental of  2 bedrooms on top floor with a clean, SHARED  bathroom.   Please write to me, and wait until I reply ""yes!"" Discounts available for longer stays.  This is an historic house with charming details, an",South Slope,11215,40.66829025,-73.98779093,Private room,2,0,1,93,1.36,88,0.936498089
6021,Wonderful Guest Bedroom in Manhattan for SINGLES,"This is a wonderful pre-war apartment full of charm and close to subway, restaurants, markets, pharmacies, museums and 15 minutes from Times Square. I prefer to host single guests. GUEST BEDROOM on Central Park West.  Beautiful and safe location overlooking Central Park.  2 minutes from the C and B trains, 4 blocks from Broadway and trains 1 and 9 on the Upper West Side of Manhattan, near Columbia University.  The room is sunny with a Full-size bed...shared bathroom with owner and the kitchen can be used for breakfast Ã¢Â€Â“ NO COOKING. Clean environment, air conditioning and a nicely decorated room with cable TV, wireless and fresh linens provided.  $100.00/night Ã¢Â€Â“ SINGLE  $130.00/night Ã¢Â€Â“ TWO PEOPLE December & Holidays the rate for SINGLE is $120.00/night and TWO PEOPLE is $150.00 - NO SMOKING (no exceptions) - NO PETS (no exceptions) - 2-NIGHT MINIMUM STAY (no exceptions) - MAXIMUM 2 PERSONS (no exceptions) - NO CHILDREN (no exceptions) - 12:00 noon CHECK-OUT TIME It's a GEM on the Upper ",Upper West Side,10025,40.79826449,-73.96113437,Private room,1,1,1,92,0.81,85,0.881447312
6090,West Village Nest - Superhost,"Freshly painted, bright open space! Excellent West Village Location - Bleecker Street and Perry Street in the heart of the West Village, a historic and chic neighborhood in Manhattan with many 19th century townhouses. Excellent West Village Location - Bleecker Street and Perry Street in the heart of the West Village, a historic and chic neighborhood in Manhattan with many 19th century townhouses. Around every corner you will find brownstones, stoops, cobblestone and tree lined streets Plus endless restaurant & shopping choices.    The apartment has many original details and is located in a historic pre-war apartment building on one of the prettiest street corners in lower Manhattan. Details:  * Large windows provide beautiful natural light and views of the charming neighborhood  * Hardwood floors and vintage style tile * Decorative fireplace with mantel * Renovated Kitchen with full refrigerator, stove, microwave and dishwasher  * Spacious open floor plan and high ceilings * Queen size",West Village,10014,40.73530468,-74.00524659,Entire home/apt,1,1,1,97,0.23,175,0.895576923
6848,Only 2 stops to Manhattan studio,"Comfortable studio apartment with super comfortable king size bed and  full kitchen and bathroom located in FABULOUS Williamsburg, Brooklyn. Our comfortable 500 sq foot (46 sq m) studio apartment with full kitchen and bath is for short term rental. The apartment is private and is in a two family house. The house is located in FABULOUS Williamsburg, Brooklyn within 10 minute travel from Manhattan. The studio is a perfect place to stay for budget minded visitors of New York City! IN THE APARTMENT: Comfortable luxury king size bed, soft flannel bed linens, pillows, comforters, a couch with queen size pullout bed, air conditioning, hangers, iron & ironing board, alarm clock, radio, TV(No Cable/Satellite), DVD/VCR player, wireless internet access for guest's laptops, dining table, room divider/screen IN THE BATHROOM:  Fluffy bath towels, hand towels, bath mat, wash cloths, toilet paper (initial supply), plunger/toilet brush, soaps, shampoo & conditioner, hair dryer. IN THE KITCHEN:  Refrige",Williamsburg,11211,40.70837199,-73.95351869,Entire home/apt,3,1,0,91,0.9,140,0.872076699
6990,UES Beautiful Blue Room / Oak Room,"Home is fun healthy.  A special morning juice made with Lemon, Limes and chia seeds.  The Silver Bowl Breakfast: fruit, granola, chia seeds, cacao nibs and yogurt. Your NightÃ¢Â€Â™s Sleep: Frette sheets, down comforter So just pack your favorite comfy shoes and bring your empty suitcases to fill. One single sleeping bedroom, The room is approximately 65 square feet. The twin bed is built on the legs of a piano from the 1800's. Dresses for your clothes, hairdryer and towels are provided in your room, so you can feel the comforts of being home. The room is sound proof, no street noise, Frette sheets, perfect for recovering from jet-lag.  I feel that if my guests have a good nights sleep, they are full of energy for their adventure, which I end up having happy guests. The Common Space: approximately 500 square feet, features an Eat-in kitchen, living room and bathroom, to share. There is never more than 2 guests here at a time, this way there is enough space for each of us to get lost in, if w",East Harlem,10029,40.78962413,-73.94802016,Private room,1,1,1,98,2.11,75,0.908272052
7036,Large Guest Room for Broolyn Condo,"Large Guest room with Private Balcony.  Condo is 5 Years old and very clean.  WiFi & Laundrey in condo.  2 blocks away from Subway station and Groccery Store.  Good Neighborhood.   3 bedroom fairly new Condo (5 years old) in  Brooklyn.   Very Clean and comfortable room.  If you are looking for affordable short-term room, this is a good place to stay. You will get  private room with lock but you will share bathroom and kitchen.  Living room is not common space.   We have 2 cats and if you have allergy, this is not ideal accommodation for you. WiFi. Landrey Machine in apt.  Location;  Room Features:  Room A - Large Guest Room  (accommodate up to 2 pp) - clean, hardwood floors  - 1 window & private balcony  - full size bed with fresh sheets  - Chest Drawer  - Desk  and Chair  - TV Make an arragement to meet with US and we will give you a key to access to condo Kensington Bklyn  very safe residential neighborhood.  Walking distance to Prospect Park.  1 block from Grocery Store. Subway Stat",Kensington,11218,40.64522258,-73.98292978,Private room,2,1,1,100,0.04,65,0.69415
7064,"Bright calm peaceful loft, amazing location, Wburg","Large and private loft-like room in a spacious 2-story apt in Williamsburg, Brooklyn. The apt is in the heart of a vibrant neighborhood-- while there's lots going on outside, inside it is peaceful inside, making it a beautiful base for your visit. Note that I'm only taking longer-term reservations at the moment.  The room has a large closet, a desk/work area, love-seat (couch) in a living room area. Ideal for one person; accommodates two cozily. Shared kitchen and bathroom, both with big skylights. On the second floor is a washer and dryer--and my wonderful flatmate, with whom you share the kitchen and bathroom. There is more than enough space for everyone.  The apartment is tranquil and bright, full of plants, providing a bit of calm amidst the chaos. It's also close to all trains, galleries, shops, cafes, and restaurants.  Ask for weekly and monthly rates. APARTMENT --Furnished room, perfect for 1 person (could accommodate a couple, but cozily) very private, on the 3rd floor of a 3-s",Williamsburg,11211,40.71264261,-73.95862443,Private room,1,1,1,97,0.09,150,0.957444444
7097,Perfect for Your Parents + Garden,"This is a floor of our four-story brownstone on a residential street in Ft. Greene, Brooklyn. We live in the home but it's private, w/own entrance. Quiet and clean. You'll have a bedroom, bathroom, living room, ""kitchenette"" (no cooking facilities but microwave, fridge, sink, etc.). Garden access. There's a big TV and internet. Note: Bathroom is en suite, so additional guests would have to walk through the bedroom to use it. Temperature tends toward cool and many fans but no air conditioning. Are your parents coming to town? They'll love this space -- high-end Victorian townhouse. Very spacious and clean.  This is the garden-level floor in our four-story brownstone. We are on premises. There are two large rooms, a bathroom and a ""kitchenette"" -- there's no oven or cooktop. But you'll get a microwave, refrigerator, sink, cutlery/dishes, coffee or tea making facility. You can use main kitchen upstairs if you really want to cook.  King-size bed as well as queen-size sofa bed, bathroom wit",Fort Greene,11205,40.69168544,-73.97184549,Entire home/apt,4,1,1,97,1.57,215,0.894316168
7241,"Adorable, tons of light, Meatpacking","Hi.  Studio, extremely cute, pleasant, cheery, lots of natural light, comfortable, homey, and quiet. No sad generic / Ikea furniture or plastic. Well-equipped kitchen. Large bathroom (large for Manhattan, that is) with real bathtub! Bed is harder than average. High speed internet, etc. no TV (if you're coming to NYC to watch TV, something's wrong).  Discount possible if you stay for more than 14 days. It is an extremely cozy, warm little apartment, very nice for watching storms come hit the city, or for watching the snow fall in the park across the street. I am a heterosexual non-interior designer, so unlike most Airbnb ppl, the photos I show of my apartment are worse, not better than my apartment. In other words, the apartment is actually nicer than the photos.    The apartment is perfectly located, close to Meatpacking and Chelsea galleries and High Line, very close to several subway lines. Laundry and lots of food shopping (Chelsea Market plus a regular grocery store) are very close",West Village,10014,40.73908395,-74.0038505,Entire home/apt,2,0,0,92,0.55,144,0.924688525
7322,Chelsea Perfect,"Welcome to  New York City and Chelsea Perfect. I look forward to hosting you in a true BNB fashion with full amenities and a wonderful healthful organic breakfast prepared especially for you.  Here you will have all of the privacy your desire or socializing that you want. I am in the heart of the City in Chelsea and we are in walking distance of nearly everything and and easy subway or bus ride to the rest! Shops, food, shows, schools, and world renowned medical facilities. Enjoy! Hey Doti, You are now our #1 host in NYC...  Brian Chesky  Co-founder  Airbnb --------------------------------------------------------------------------------------- ENJOY NEW YORK CITY IN A TRUE BED AND BREAKFAST STYLE WITH FULL SERVICE AND AMENITIES.  Private Bedroom, with queen memory foam topped bed. The room is Located at the end of a long hall providing extra privacy. Apartment has large separate living room, dining area, NY small:)  but  fully equipped kitchen, furnished with all amenities and linen, c",Chelsea,10011,40.74687317,-74.005952,Private room,3,1,1,96,2.19,140,0.928303239
7726,Hip Historic Brownstone Apartment with Backyard,"Meander down our beautiful tree lined street until you find our Historic 125 year old townhouse. Our hip one bedroom garden apartment comes with your own private entrance and backyard access.  Backyard has an outdoor sectional sofa, dining table for 8 and gas BBQ. It's an 8 min walk to the A Express train that will have you in lower Manhattan in 15 mins. Plenty of room for an air mattress if you need more sleeping space, just ask. Let your vacation begin in historic Crown Heights Brooklyn. You have your own floor with private entrance, kitchen and bathroom. The laundry room and backyard are shared spaces.  Guests are not allowed in the cellar or upstairs. Guests have private entrance and the entire 1 bedroom apartment to themselves. Private kitchen, bathroom, living room and bedroom. The Laundry room and backyard are shared spaces. Please feel free to text me during your stay for any questions or recommendations for restaurants, transit help, things to do etc... A mix of Caribbean cult",Crown Heights,11216,40.67591926,-73.94693877,Entire home/apt,3,1,1,97,4.56,99,0.843016667
7801,Sweet and Spacious Brooklyn Loft,"A true open-plan loft in a repurposed factory building with beautiful sunlight, a king bed and comfy double futon, fully stocked kitchen with dishwasher, washer and dryer, custom cedar sauna, bathroom with tub and shower, and lots of lounging spaces. The apartment is an open-plan (Phone number hidden by Airbnb) sq. ft. loft (140 sq m) with 5 large windows providing bright sunlight all day, located in an old factory building with many of the original finishes including tin ceilings, wooden beams and columns, and white brick walls. Very few of these original factory loft buildings remain in the neighborhood, and this space is quite special. Located in the very center of Williamsburg: just two blocks from the Bedford L train and two blocks from McCarren park! Stellar restaurants, bars, nightlife, and shopping are all steps away. Manhattan is just a 5-10 minute ride on the L train. The loft has a fully stocked kitchen with fridge, oven, microwave, dishwasher, and everything you might need ",Williamsburg,11211,40.7184176,-73.95718343,Entire home/apt,4,1,0,98,0.09,299,0.949777778
7970,Chic Chelsea,"Live like a true New Yorker in one of Manhattan's finest neighborhoods.  Located in the heart of Chelsea this large, sunny, fully furnished studio has hardwood floors, high ceilings, large windows and a sleeping loft. It also includes a full bathroom and kitchen with all essentials provided (linens, bedding, towels, cookware, microwave, blow dryer, iron, etc.), cable television, high speed internet, heat & AC. Ideal location to enjoy the best of New York, there are four subway lines within two blocks of apartment and many restaurants, movie theaters, shopping, galleries and sights nearby. Discounts available in January and February",Flatiron District,10010,40.74300311,-73.99065196,Entire home/apt,2,1,0,83,0.33,120,0.767272973
8024,CBG CtyBGd HelpsHaiti rm#1:1-4,"Located  in the heart of Park Slope, Bklyn,  CBG is a vintage Brooklyn experience. Our ground floor is our most accessible room, with a large full bathroom on garden end of same floor; common  kitchen/dining area here  as well. Queen bed firm/ comfortable; second (double) bed also comfortable. You have direct access to our enclosed porch and backyard garden.  Welcome to serenity! Grab a book from our extensive library and lounge in a hammock. This is how Brooklyn used to be. Welcome to CommunityBeGood,(URL HIDDEN)    30% of guest fees we donate to our partner Haitian - led groups;   informal Brooklyn guest house on Park Place  for people wanting travel stays tied into local neighborhood of Park Slope and to have their fees help  support local to global social projects. We offer  free wireless, cable TV in each room; Located 20  minutes from Manhattan by close subway, and steps from  Brooklyn's Fifth Avenue trendy cafes and shops/ BAM Brooklyn Academy of Music; ten minutes from Brooklyn",Park Slope,11217,40.68069398,-73.9770585,Private room,4,3,1,93,1.07,130,0.880359829
8025,CBG Helps Haiti Room#2.5,"Internal but private room in informal Park Slope brownstone with shared bathrooms, kitchen privileges, large garden, wifi, cable TV, common rooms.   Socially conscious household.  30%  from each night's rent is donated to Neges Foundation Haiti.  Groups welcomed. Welcome to CommunityBeGood, our informal Brooklyn guesthouse in Park Place  for people wanting travel stays tied into a local neighborhood of Park Slope. 30% of fees help  support local/global Haitian -led  social projects. Sitting room, huge kitchen and cooking available.  Located 20  minutes from Manhattan, and steps from  Brooklyn's Fifth Avenue trendy cafes and shops; BAM brooklyn Academy of Music, Brooklyn Museum et al.  CEREMONY GUESTS:  SLEEPS UP TO 10; Four guest rooms  also possible for special event  rentals on an as available basis; kitchen with cooking supplies, sitting room and garden informally as needed or wanted by guests Historic Park Slope, Brooklyn. Brownstone is between 5th and 6th Avenues. Diverse, safe, b",Park Slope,11217,40.67989493,-73.9779758,Private room,2,3,1,95,0.32,70,0.886322581
8110,CBG Helps Haiti Rm #2,"This sunny from second floor room has a comfortable large double bed and very large single if needed. Cable TV; guest  access to a  very small  guest bathroom in hall, and a (separate) large tiled shower off the back living room. * Owner occupied  brownstone with garden - homeowner (Lisel) is  active  in local/ global partnerships with the organized poor; guest cooking and food storage welcome;  * CTY Donations: 30% of guest fees go to Haitian or local projects.  CBG Partner network and  (SENSITIVE CONTENTS HIDDEN) followup are options.  * Guests are invited into an informal brownstone household, with garden and kitchen cooking access. WEB:(URL HIDDEN)    * Fifth Avenue Cafes, Brooklyn BAM performances, Prospect Park,  and subways to Manhattan close by.  CEREMONY GUESTS: SLEEPS UP TO 10; Four guest rooms also possible for special event rentals on an as available basis; Full kitchen with equipment and basic cooking supplies;  back screened porch and garden for all; As seems desirable bo",Park Slope,11217,40.68000629,-73.97864508,Private room,3,1,1,91,0.57,120,0.908047541
8225,Stay at Chez Chic budget Room #2,"Step into our artistic spacious apartment and enjoy your artistic Guest room with original artwork from NY artists. Shared with my little family however we often out and you won't see us much. across the street from Central Park - the busy city minutes away but sleeping in quiet at night! PLEASE BOOK DIRECTLY. NO NEED TO SEND A REQUEST FOR DATES CALENDAR IS UP TO DATE The best deal!!! Private budget bedroom for 2 - one full size mattress + twin size bed - great mattresses in a very stylish and spacious 3BD apartment to share with other tourists (2 others max). 4th floor walk-up. All amenities included (iron,air dryer, A/c in room, towels, sheets, A/c, , Wifi). Nice and clean bathroom to share with one other guestroom. Daily cleaning service in common area. Kitchen is available for breakfast and for small cooking (not after 9pm). There are two other guest rooms with 2 tourists in the apartment which has its own bathroom. It's the best deal for your budget. Extremely well located next to",Harlem,10026,40.79903412,-73.95406295,Private room,3,1,1,92,1.32,49,0.863708108
