,listing_id,id,date,reviewer_id,reviewer_name,comments
16,2515,25151,1/31/10,68057,Niloufar,"Wow..It was one of my best trip ever. My husband and I had an amazing time in Stephanie's Place. We stayed 3 days at her place. It was a super clean apartment and we had whatever we need in the apartment, like TV,Telephone,Internet,the clean towels and well equipped kitchen. I would definitely recommend the place and the Stephanie as a host. She is so nice and very helpful. Stephanie gave us a map of NYC and great tips on where to go. Thanks a lot dear Stephanie! You made our trip!"
17,2515,25500,2/5/10,1470208,Katie,Stephanie was such a wonderful host! We were familiar with the NYC area but she went out of her way to make sure we knew how to get around her area in particular and had tons of suggestions for things to do and places to go. Everyone there was wonderful and she made us feel right at home. We had a great time and would consider her again when visiting New York City. 
18,2515,28524,3/7/10,76069,Angelica,"It is an excellent place to stay! Clean, quiet, warm, everything is close, the park, the subway..We had a great time there!"
19,2515,28930,3/10/10,80901,Ariel & Sam,What a wonderful apartment and room! We stayed for two nights at the Chez Chic and it was lovely! Stephanie and her family were away on a trip so we had the whole apartment to ourselves -- which was incredible! Her wonderful friend Sophie helped us get all set up and keys and gave us a warm welcome. We will totally stay here again next time we are in the Big Apple and hopefully we'll get to meet Stephanie and her lovely family.
20,2515,40150,5/5/10,24048,Jessica,"My boyfriend and I stayed at the Chez Chic and it was absolutely fantastic! Stephanie is a very welcoming, open, and accommodating host. The neighborhood is lovely and picturesque. Stephanie has a sophisticated taste for interior design and art. (She also has the cutest kids!) The serene Central Park is down the street and the efficient subway is a block away. Our first-time stay in New York would not have been complete without this ""local"" experience.  We definitely recommend her to everyone and hope to cross paths again in the future.  :D  5 stars! Thank you, Stephanie!"
21,2515,46980,5/28/10,71663,Alexandra,
22,2515,51242,6/9/10,116704,Alice,"Stephanie and her family are warm and welcoming, offering assistance and advice without being at all intrusive. The place is clean, in a dynamic neighborhood and close to central park and transport. People who have difficulties with stairs might wish to avoid this place as there are five floors to be negotiated to reach the front door."
23,2515,59526,7/1/10,70724,Betty,"It was the 1st time my boyfriend and I were going to NYC!Our stay at stephanie's was just amazing!!!!We arrived late in the evening but stephanie was there to welcome us and give us lots of useful tips about New York!Her family is so friendly and her little son is so funny! The neighborhood is really pleasant!Her neighbors called her as we didn't have any service on our phone ! The apartment is very close to Central Park North and Harlem Meer (just a few steps to get there!)and also close to subway and bus station!She always asked us if we needed anything!You can go there with complete confidence you won't be disappointed! Trust me!Some advice if you arrive at JFK and you don't want to spend too much money in transportation:Take the airtrain to Jamaica Station and then take the A line(subway)to Manhattan.Change at 42th Street Times Square to C line uptown and stop at 110th Street Cathedral Pkwy. Then you'll just have to walk 5 or 10 minutes and you'll be there!"
24,2515,64294,7/13/10,140772,Steve,"Stephanie was a great host and the apartment suited our needs perfectly.Thanks very much for being so kind and considerate on our first visit to the big apple!Steve and Amanda "
25,2515,66624,7/19/10,138191,Tammy,"My husband and i stayed with Stepanie and her family at the Chez Chic Private Room for 4 nights.  The accomodations were wonderful.  Stephanie was a fabulous hostess.  We had so much privacy that it felt like we were in our own apartment most of the time.  Stephanie was great with giving us directions and recommendations of places to eat and visit.  Everything was absolutely wonderful.  The room is very quiet and clean and comfortable.  Everything is exactly as Stephanie advertises.  My husband and I left the city with a new found appreciation for Harlem thanks to Stephanie and her family.  We absolutely cannot wait to stay with Stephanie again.  We would recommend her to anyone coming to NYC!!!!!! We already have multiple times.  Thank you Stephanie, for everything!!!! :)"
26,2515,74208,8/5/10,182441,Jennifer,We had a wonderful experience with Stephanie!  Thank you!  We had our 11 mth old baby with us and she enjoyed it a lot as well.
27,2515,77637,8/13/10,183527,Yutaro,The host cancelled my reservation
28,2515,81511,8/20/10,96782,Yann,"We had a very nice time in Stephanie 's appartement.Stephanie lives in a nice and cosy appartment. we felt at home, We would recommand her place well located.See you another time Stephanie.Agathe and Yann.rate *****"
29,2515,95059,9/12/10,68468,Olivier And Ingrid,Nous avons passÌ© un agrÌ©able sÌ©jour chez StÌ©phanie et sa famille. Encore merci pour tous ces conseils et astuces! 
30,2515,100036,9/19/10,69604,Cyril,Stephanie is a very welcoming host. All the family was very nice. It was a wonderful experience in NYC!
31,2515,109011,10/1/10,119293,Sabrina,"We spent a very pleasant stay at Stephanie's apartment. Everything was just perfect: the room, the bathroom and her welcoming family! The location of the apartment is also a strength (5-min walk from the subway - main lines and from Central Park). My sister and myself recommend you this place for your future stay in NY, you won't regret it ! =) Thanks again to Stephanie !!!  "
32,2515,137500,11/12/10,185050,Gerry,"We stayed at the 111th Street apartment with Stephanie and her family. As an alternative to staying in an ""Overpriced"" New York tourist hotel, I'd recommend it to anyone. I'd stayed in NY a few times before and while this was the furthest Uptown I'd stayed, the access to transport is so easy (Ensure you buy an unlimited travel card) so no matter where we wanted to go it didn't take too long. If it's your first time in NY, Stephanie is able to advise on places to go and see."
33,2515,142514,11/22/10,232860,Flavia,Stephanie and her family are friendly. They respected my privacy and the room was as I expected. The location of the apartment is very good for public transportation and the apartment is clean. I had a calm and pleasant stay there.
34,2515,158502,12/26/10,202714,Katharina,We had a great time at Stephanies apartment - everything was perfect. The apartment is very well located. The subway is just around the corner and you can get fast to the Times Square. Stephanie and her family are very friendly and helpful. We recommend you this place for a stay in NY.
35,2515,164671,1/3/11,329733,Corinne,"It was the firts time we used airbnb and we are very happy of this experience.  Stephanie really made us feel welcome from the first second.The house is clean, warm, very quiet and the bed is extremely comfortable. Stephanie is a very helpful and informative host. As this was our first trip to NYC we were not sure which neighborhoods would be safe to stay in. Stephanie's home is in a quiet building and my boyfriend and I both felt very safe. We highly recommend staying in Stephanie's home. What can we say? All in our stay was great and we would definitely recommend Stephanie's places to our friends and to anyone. Much better than a hotel, and probably cheaper!   It's New York a great city and Stephanie is a perfect host. Thanks Stephanie. We will come back soon."
36,2515,173011,1/21/11,41756,Katrin,"Best host I ever had - Stefanie and her family are very kind, helpful and accommodating - you will feel at home here immediately. The place is very nice, clean and you can't beat the access to both the B and C as well as the 2 and 3 subway lines, both each 1.5 blocks away! Will definitely come back!"
37,2515,175677,1/28/11,352151,Bailey,"I had an extremely comfortable stay in ""chez chic guest room #1.""  Stephanie and her family are very nice and hospitable folks.  It was nice to feel at ""home"" while in NYC. "
38,2515,186455,2/22/11,353829,Beatriz,"It was very nice staying at Stephanie's place with her and her family. The room is confortable and the shared spaces as the kitchen and the bathroom were clean. The communication was excellent, very close to Central Park, the subway and buses. A perfect location to visit the museums: Guggenheim and MET are very close with the M4, M2 and M3 buses that take you through the 5th avenue, it‰Ûªs a beautiful ride.Thanks!"
39,2515,203685,3/20/11,382310,Aleksander,"We had a wonderful time staying at Stephanie's and her family. To room was clean and provided anything we needed for our stay. We had our own shared bathroom and could also use the kitchen supplies. Stephanie and her family were very open to our questions and offered suggestions on things to see in New York.  The area was perfectly located near two subway stations and close to the Harlem nightlife as well as Central Park. We can only recommend Stephanie's for any New York visitor."
40,2515,219657,4/7/11,375654,Joris,"Nous sommes restÌ©s 5 nuits chez stephanie et sa petite famille. l'expÌ©rience Ì©tait trÌ©s enrichissante et le logement Ì©tait pratique, proche de toute commoditÌ© (2 stations de mÌ©tro ÌÊ proximitÌ©). Le quartier est trÌ©s sÌ©curisant dans la partie rÌ©novÌ© de harlem ÌÊ deux pas de central park. Il y a de super resto dans le quartier. Le rapport qualitÌ©/prix est trÌ¬s correct et  StÌ©phanie ÌÊ des bons tuyaux pour vous. "
41,2515,226896,4/15/11,385885,Jacopo,"Great accomodation in great location. The flat is clean and comfortable, Harlem is pictoresque and full of life, Central Park is next door. Stephanie and her little family are warm and welcoming. Jac e Raffi"
42,2515,235192,4/22/11,456184,Nicola,"Very conveniently located just North of Central Park,out of the "" hussle and bussle "" and affordable, close to the subways,good for joggers and walkers in the park.Great hospitality, clean and neat. Coming from South Africa where there is little or no public transport, we found it so easy and accessible and we felt totally safe.Stephanie and her family made us feel so welcome and at home and we recommend this accommodation to those who are looking for a short or long stay. We stayed for 3 nights and if ever we should come back, we do know where we will stay !"
43,2515,244065,4/29/11,351855,Leonella,"We had a great stay with Stephanie and her family : very welcome, good times shared together....The location is very well situated in a quiet neighborhood, close to public transport and Central parkA strongly advise !!Bises ÌÊ Spiderman :DLeonella et Karine"
44,2515,257913,5/10/11,368783,Ludovic,"Parfait ! Pour nos amis FranÌ¤ais, et pour tous ceux qui comprendront ce message,  qui hÌ©sitent encore  de voyager vers cette ville mystÌ©rieuse de New-York, n‰ÛªhÌ©sitez plus en tant que hÌ«te de StÌ©phanie. Sa gentillesse, sa disponibilitÌ©, son attachante petite famille, tout cela en prÌ©servant votre intimitÌ© vous raviront. StÌ©phanie n‰Ûªest point avare de bons conseils et la situation de son hÌ©bergement facilite grandement la dÌ©couverte de la åÇ ville qui ne dort jamais åÈ : un bloc de Central Park et  5 minutes du mÌ©tro qui vous enverra  vers Manhattan et au cÒur de Harlem (quartier trÌ¬s sÌÈr).Encore une fois, avec StÌ©phanie, votre sÌ©jour n‰Ûªen sera que plus agrÌ©able et nous la remercierons jamais assez.Karine et Ludo."
45,2515,262830,5/14/11,480718,Christina,"Nice family, nice and clean apartment, good location. It takes only twenty minutes to Times Square. Stephanie is very friendly and very helpful. She knows a lot about the city and gives good insider tips. They provided us with maps of the area, the Metro and more. Also, towels, an adapter and an umbrella were present. We felt very welcome and can recommend a stay with Stephanie a lot."
46,2515,281146,5/25/11,579207,Lucia,I WILL BE BACK IN THIS ROOM
47,2515,308977,6/11/11,128681,Stefanie,"Beautiful room with all the amenities (cable tv, nice bathroom, kitchen access and a/c) with the added benefit of little Mr Princeton for entertainment- don't miss out on his Michael Jackson impersonation/dancing. Priceless :D  "
48,2515,318524,6/16/11,658046,Sara,The host canceled my reservation 19 days before arrival.
49,2515,336821,6/27/11,487523,Tiago,"Stephanie is a wonderful woman and I loved her family and their hospitality, I'll definitely will keep in touch for future visits to New York City. "
50,2515,349672,7/3/11,551563,Laurie,"StÌ©phanie et sa famille sont des gens adorables, trÌ¬s accueillants et toujours disponibles. L'appartement est exactement comme dans la description, joliment dÌ©corÌ© et bien situÌ©, ÌÊ deux pas du mÌ©tro. StÌ©phanie nous a donnÌ© plein de bons conseils durant notre sÌ©jour, et c'est sans hÌ©siter que nous choisirons ÌÊ nouveau de loger chez eux lors de notre prochain voyage ÌÊ NY ! Merci pour tout..."
51,2515,392546,7/24/11,617787,ClÌ©mentine & Thomas,"TrÌ¬s bien accueillis par une amie de la famille. L'appartement est trÌ¬s propre et bien situÌ©. Nous avons pu Ì»tre parfaitement indÌ©pendant et bien profiter de NY.(Heureusement la chambre Ì©tait climatisÌ©e parce qu'il a fait une chaleur difficilement supportable.)C'est un trÌ¬s bon sÌ©jour.TrÌ¬s envie de revenir vite!!"
52,2515,519749,9/11/11,379695,Eric,"The room was nice and clean and conformed exactly to the description on airbnb. It was calm and the closet offered a lot of space to put away all my belongings. The kitchen and the living room can be used generously. And to have a bathroom of your own, sometimes shared with guests from the other room, is very agreeable. To be so near to Central Park and the Subway is wonderful either. And Harlem has its own special charm: It is a very varied sort of village within the Big Apple.For the lovely opportunity to enjoy this fascinating city, I'm very grateful."
53,2515,564350,9/25/11,363433,Tom,"We stayed at the Chez Chic budget room for a week. Stephanie was a great host, she respected our privacy and she provided us with information about the neighbourhood. The room is quite spacious en very clean. The bathroom is shared with other guests, but although the other room was constantly occupied, we practically never had to wait for the bathroom to be free. The wireless internet worked just fine, just as the television with digital channels. There are two subway stations at approximately 4-5 min walking distance. Lines 2,3, B and C depart form these stations. We felt safe in the neighourhood. Overall, we would definately recommend to stay at this apartment!"
54,2515,637557,10/17/11,1138528,Nils,"I went by Stephanie's place with my mother and she set up everything for us when we arrived, better than a hotel! we didn't spend much more time with her as we were visiting a lot. She make us feel being independant which is nice. We could use the kitchen in the morning. It was simple, clear efficient, close to the metro. The place is quiet, there are not so many bars around, but we went to the bier restaurant nearby which is good and serve quite late, passed 10:30pm! "
55,2515,652298,10/22/11,1174538,Ester,"Perfect room for staying for short stays in NY and good acces to the subway to get around the city."
56,2515,715986,11/14/11,1183151,Paul,Delightful host and family.  Very accommodating despite being only 3 weeks post partum!!  Very well located.
57,2515,760569,12/3/11,1358563,Katherine,"Stephanie made us feel right at home! The week we were there, another couple was renting the room across the hall, but we rarely saw them. My fiance and I spent a week here for multiple different interviews in the city, and we had no problem getting anywhere from this location. There was easy access to multiple subway lines. "
58,2515,771287,12/8/11,916462,Gloria,"Felt very welcome, comfortable and safe since our arrival.  The place was very clean, the bathroom was clean and spacious.  The room has a useful big closet and it was very quiet.  We could use the kitchen any time in the day to make tea and coffee. Being a block from central park was a real treat.  The neighborhood was interesting although there were some streets that looked rough but we didn't have any problems at all.  There are plenty of good restaurants and bars in Harlem if you want to explore the area.  I would definitely come back to stay here and I will recommend it to my friends.  "
59,2515,994854,3/13/12,1029701,Mark,great location. great host. 
60,2515,1013855,3/18/12,1789177,Nicole,"Spent two nights and it was perfect!  Close to several subways/bus stops and a nice, quiet neighborhood.  The room was huge and bathroom very clean (even while sharing with guests in another room).  Stephanie and her family were very kind and welcoming.  I can't not say enough wonderful things about my experience!  The only thing is beware that the building has no elevator and is a bit of a climb to the apartment.  It isn't too bad since you're not in NYC to stay in your room :-)"
61,2515,1195487,4/29/12,1285603,Caroline,"The appartment was great, in a really nice location and we had a great time there. The room was big, clean, and well decorated, we really enjoyed staying there! "
62,2515,1245437,5/8/12,1390609,Quentin,"L'appartement est bien situÌ©e, propre et disposant de tout le nÌ©cessaire pour pouvoir passer un agrÌ©able sÌ©jour  : idÌ©al pour un couple. Ses gÌ©rantes ont su nous accueillir chaleureusement et n'ont pas hÌ©sitÌ© ÌÊ nous aider ÌÊ plusieurs reprises lorsque nous faisions appel ÌÊ elles (petit plus non nÌ©gligeable en cas de gros problÌ¬me : elles parlent franÌ¤ais) Nous recommandons vivement ! "
63,2515,1297780,5/18/12,1767311,Laura,"Staying at Chez Chic #1 was just what I had wanted.  The accomodation were clean and quiet - the value was fantastic!  Stephanie was very patient - my plans changed multiple times; and she and Sophie were both very quick to respond to the couple of problems that arose during my stay.  Getting there by the M60 and M2 buses was fast and easy.  The location is great.  Although I didn't have a chance to go into Central Park, it was wonderful to have that greenery so close by.  There's a corner grocery store right across the street.  "
64,2515,1340850,5/24/12,2148108,Lauralee,"Stephanie and Sophie's place was great! Our schedules didn't end up lining up so we didn't get to meet them in person but they were very prompt and helpful when answering questions before our arrival. The room and apartment were very clean, comfortable and quiet! Being right next to Central Park was fantastic too. I'd recommend staying here!"
65,2515,1437748,6/8/12,2178425,Said,"This is a great place to stay when you are visiting New York. The rooms are tidy and tastefully decorated. Our room had a TV and plenty of space to store our luggage. We also had access to a fully equipped kitchen which is great if you want to cook, although you probably won‰Ûªt because you will find great restaurants and markets in Harlem and in the Upper West side nearby. The subway and Central Park are both one block away and the neighborhood is safe to navigate even at night. Columbia University and the Riverside Park are just blocks away and definitely worth a visit. "
66,2515,1495779,6/17/12,1675171,Nico & Claire,"Superbe appartement. En revanche, attention, la description ne correspond pas tout ÌÊ fait. En effet, il s'agit d'un appartement dont toutes les chambres sont louÌ©es et non pas d'une chambre d'hÌ«te chez l'habitant. L‰Ûªambiance est donc dÌ©pendante des autres colocataires. Sur ce point, nous n'avons eu aucun problÌ¬mes. L'appartement est idÌ©alement placÌ©, ÌÊ 5min ÌÊ pied des mÌ©tros, de Central Park et de nombreux commerces. Le quartier est aussi trÌ¬s bien, contrairement aux idÌ©es reÌ¤ues, l'atmosphÌ¬re y est trÌ¬s agrÌ©able.Nous reviendrons sans problÌ¬me :)"
67,2515,1587735,6/29/12,2077022,Alex," _Á„â_µ„ã_¡___ü - „É__„Û__„ö_ü__ „É___á„_ü__. _____¡ _±_µ_á _À„Û___±_È_µ__ _ü ______„Û_µ__„ __„„â„Û_µ„â_ü_È_¡ ___¡„. _Á ___µ__ _____¦____ „__„_á_¡„â„Î„„ __ _È„__±___µ __„Û_µ__„ _À__ „â_µ_È_µ„ã____„Ä, _µ„_È_ü _±„Ä_«„Ä„â _¼_¡_¼_ü_µ-_È_ü_±__ „â„Û„Ä_«____„„â_ü. _Ó____ _ü___µ_µ„â „Ä_«___±_____µ „Û_¡„_À___È___¦_µ___ü_µ, ___¡„É___«_ü„â„„ „Û„_«____ „ „ _µ__„â„Û_¡_È„Î__„Ü__ _À_¡„Û_¼____, ___µ_«_¡_È_µ_¼__ _µ„„â„Î 2 „„â_¡__„ _ü_ü ___µ„â„Û__._Õ _¼___¡„Û„â_ü„Û_µ _µ„„â„Î __„_µ „à„â__ ___¡__ _±„Ü_È__ __„Ä_¦____ - _¼„Ä„É__„, ___¡_____¡„, „_À_¡_È„Î__„, _ü__„â_µ„Û___µ„â. _İ_µ„â____ __ _„Î„_-_ª__„Û_¼_µ _«„Ä„ö____, „_À_¡„_¡_È _¼_____«_ü„ _ü_____µ„Û. _Õ „ _µ_È____ - __„_µ _À____„Û_¡___ü_È__„„Î, „_À_¡„_ü_±__ „É___á„_µ___¡__. "
68,2515,1923033,8/8/12,2484431,Alba,"I recommend everyone to stay in Stephanie's house. If you have any doubt... Just send me a message! It was my best choice. Very clean, place to put your food in the kitchen, the family is awesome!Subway very near. When you arrive to the house, Steph has for you information about supermarkets, transport, subway map, the wifi password... all!"
69,2515,1972956,8/13/12,3057783,James,Lovely simple room and comfortable bed. Very clean. No view but excellent aircon! Great location for exploring manhattan and walks in central park. Stephanie was charming and very helpful. Excellent value for money.
70,2515,2213042,9/6/12,2382063,MÌ©lanie,"Nous avons vraiment adorÌ© notre sÌ©jour chez StÌ©phanie. Tres accueillante et qui a su prendre le temps de nous donner de nombreux questions. Toujours disponible.Le logement est tres bien situÌ©, au calme et avec toutes les commoditÌ©s nÌ©cessaires. Si nous devions retourner ÌÊ New York, ce serait inÌ©vitablement chez StÌ©phanie. MÌ©lanie & Anthony"
71,2515,2230438,9/8/12,3150890,Bruno,"We had such an amazing experience staying over stephanie's place. We didn't have a specific time to arrive because we came from abroad, but she was very flexible with this. Arriving there, she was very kind by giving us a map from the subway and all the restaurants around and giving us tips about New York. She showed us the house and made us very comfortable staying there. We could use the kitchen, the fridge and the phone. We had wi-fi that worked normally (thank God!!!)The room was perfectly clean and organized, with AC, TV, towels, clean sheets, fan, etc.  The bathroom was very clean too. Not to mention that there are two subway stations less than a block away, which makes everything so easy. We bought a 7-day pass and in 10 minutes from the place, we were downtown. In a nutshell, I don't have anything bad to say about the place at all. Actually, the opposite. I deeply recommend staying there and if I have to go to NYC again, that's the place I will stay. "
72,2515,2258554,9/10/12,3491796,Christina,"Stephanie and her husband are very friendly, open minded people. They have a lot of experience in hosting people, you can check in in no time and they have all the information about the room, apartment and also the neighbourhood ready, as well as a city map. They helped us a lot with useful tips!The room is very comfortable and looks chic and nicely decorated. Stephanie provides towels and the bath room is tidy and quite clean.They are very nice people and I would stay there again anytime."
73,2515,2824866,11/7/12,3538770,Juan Pablo,"Stephanie and her family were excellent hosts. They helped us a lot with their hints (were to go at nights and were to buy good food at low cost). They were very kind and  the apartment were we stayed at was great. It is close to the subway and buses, and only 2 blocks away from Central Park. It was a pleasure to stay there!. It's been really a pleasure to meet you. Thanks a lot."
74,2515,2991224,11/29/12,748848,Erismar,"I stayed with Stephanie and I felt like home!! Stephanie and her family are very nice and helpful... They answered all my questions... gave directions, maps, etc. The apartament is very cozy and the neighborhood is friendly. I really recommend stay with her!! Ficar na apartamento da Stephanie foi uma experiÌ»ncia a parte. Ela e sua famÌ_lia sÌ£o muito legais.... me ajudaram com tudo que precisei. AtÌ© informaÌ¤Ìµes especÌ_ficas sobre locais  ela conseguiu encontrar para mim. Eu recomendo 100% ficar no apartamento dela.... nÌ£o irÌ£o se arrepender. Eu ficarei novamente lÌÁ da prÌ_xima vez que eu for a NYC."
75,2515,3094881,12/16/12,2941186,Manuel,An unforgettable trip to NYC. Fantastic city with crazy people an much to see.
76,2515,3455686,2/1/13,4818242,Ren,"I needed a home for the week while I was looking for an apartment and Stephanie's apartment was the perfect spot! Clean common areas, friendly family, and a very comfortable and spacious room! "
77,2515,3591580,2/19/13,2801814,Wen,It's a comfortable and cozy room. Stephanie is very nice and friendly. 
78,2515,3603301,2/22/13,1562913,Marina,"I was staying in this apartment only for 3 days. It's really good place to stay in NYC. The apartment is big enough and very comfortable. Only 3 min walking to subway and Central Park. The father of a family with a small lovely child took me so warm! He was really fan and glad to help me.Room furnished pleasantly and has everything. Bathroom is shared but I have never encountered someone because they have another bathroom.I did not use the kitchen but Abdul showed me where I can put my stuff. Because of the big size of apartment no one bothers to each other and I didn't hear any noise. I recommend this apartment for your travel!"
79,2515,5370427,6/26/13,6545626,Kevin,"My wife and I stayed at Stephanie for 3 nights. We haven't met our host as we were out most of the time. Our stay was fine. The location of the apartment is good as being very close to main metro station and front of Central Park and the neighborhood is quite. The room is of a correct size (we are in NYC) and was clean at our arrival; just to mention that the a/c is noisy and despite the a/c and the fan in the room, we felt somehow hot (during summer). The bathroom is fine but to share with another room."
80,2515,5613012,7/8/13,6837286,Arjun,"It was a decent location. People who want to visit n do touristy stuff, I suggest live closer to lower west side of manhattan. Although no complaints about the place or stephanie. The place is really close to blue and red line subways. You get your own set of house keys, so you can come in and go out anytime you want.Very comfortable stay"
81,2515,6076486,7/29/13,6966607,Alejandro,"Great location on Central Park North, close to the subway, easy access, safe zone. Plenty of room. No regrets!"
82,2515,6164477,8/1/13,7689424,Jean-Claude,"Stephanie and her familly were very nice. We spent very good time with them. We will go back there, for sure, next time we will go to NYC !!"
83,2515,6285909,8/6/13,4367280,Kama,Stephanie and her family were wonderful. Great location and clean room. Excellent subway access and right near central park.
84,2515,8481910,11/2/13,8880667,Diego,"Everything was great. The room was big and clean. They were lovely people with us. We had a great week in NYC, and they were part of that. Thank you!"
85,2515,8765994,11/17/13,9002252,Jacques,"SÌ©jour de rÌ»ve. StÌ©phanie toujours ÌÊ l'Ì©coute et ÌÊ vous donner un conseil. Appartement trÌ¬s cocooning, idÌ©alement situÌ© pour rayonner sur Manhattan (pieds, mÌ©tro ou bus). Un seul regret : 1 semaine c'est trop court. Nous reviendrons"
86,2515,9007590,12/1/13,10080284,Poonam,Our stay was very pleasant and good. It was close to the subway and places to eat. Stephanie kept it clean and neat. The only thing was that was an inconvenient was that the AC made a lot of noise the first night but worked perfectly fine the second. I would surely recommend this place to others.
87,2515,9806763,1/11/14,10202703,Chelsea,"We only stayed two night, but the room was very comfortable and beautiful! We got our own set of keys to the apartment, and it was within short walking distance to the metro. Stephanie is a very considerate and accommodating host!"
88,2515,9914138,1/19/14,10657508,Vladimir,"Really nice to stay there, thanks a lot. Comfortable place and good location."
